,Latitude,Longitude,Country,Objective,Wind,Solar,SolarTracking,Grid,RampDummy,Electrolysis,HydrogenCompression,HydrogenFromStorage,HB,BatteryInterfaceIn,BatteryInterfaceOut,HydrogenFuelCell,PenaltyLink,Ammonia,CompressedH2Store,Battery,AccumulatedPenalty,Hydrogen Storage (t)
-50_-2,-50,-2,None,0.0,35452.301286865775,15268589.540482726,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,175.62346328615385,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-50_-1,-50,-1,None,0.0,27492.37613752863,48016999.52841369,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,175.62346328615385,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-49_-5,-49,-5,None,0.0,62082.24874016682,5544374.819880619,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,285.38812784,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-49_-4,-49,-4,None,0.0,73266.75862693612,9793588.732036559,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-49_-3,-49,-3,None,0.0,29260.730721535874,49231995.95105691,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,285.38812784,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-49_-2,-49,-2,None,0.0,36005.696038352195,131357186.1189386,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-49_-1,-49,-1,None,0.0,24769.034692140936,199645081.1030546,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-48_-5,-48,-5,None,0.0,62455.661287821065,8956728.017670443,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-48_-4,-48,-4,None,0.0,31288.253094628486,28171397.748004347,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-48_-3,-48,-3,None,0.0,64088.63822489004,98655885.59610142,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,163.07893019428573,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-48_-2,-48,-2,None,0.0,106345.3025599254,339639875.7185955,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,163.07893019428573,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-48_-1,-48,-1,None,0.0,94970.13990363135,2015288.5659041565,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-47_-5,-47,-5,None,0.0,43695.067753150055,11286128.701080492,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-47_-4,-47,-4,None,0.0,36408.61219155101,98665474.25277899,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,263.4351949292308,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-47_-3,-47,-3,None,0.0,62192.90552002588,394677103.44527507,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-47_-2,-47,-2,None,0.0,133853.11989998954,1057119.1329254338,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-47_-1,-47,-1,None,0.0,45366.11054425521,1820815.8282973182,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-46_-5,-46,-5,None,0.0,47388.90292793735,1442335.1129053915,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-46_-4,-46,-4,None,0.0,35733.455883612325,395024782.488276,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-46_-3,-46,-3,None,0.0,21969.24631968912,501357.6614975246,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,175.62346328615388,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-46_-2,-46,-2,None,0.0,77565.07314155066,254866.65037357583,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,263.43519492923076,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-46_-1,-46,-1,None,0.0,66749.69985509069,231799.17289952192,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,263.43519492923076,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
